Iteration,Insert,Search,Unit: ns
0,86,57
1,94,64
2,99,69
3,104,69
4,110,75
5,115,74
6,119,101
7,269,91
8,139,97
9,144,96
10,144,99
11,146,99
12,145,96
13,146,104
14,156,104
15,286,94
16,141,91
17,151,102
18,152,95
19,152,97
20,148,106
21,147,98
22,155,104
23,151,106
24,152,109
25,153,109
26,155,109
27,149,105
28,157,108
29,158,105
30,158,107
31,159,115
32,160,113
33,162,112
34,160,114
35,162,112
36,157,116
37,164,106
38,164,115
39,166,118
40,166,111
41,161,319
42,184,130
43,303,123
44,164,119
45,178,118
46,173,119
47,169,127
48,173,120
49,176,122
50,172,121
51,170,123
52,173,120
53,180,129
54,176,129
55,176,128
56,183,130
57,174,128
58,175,121
59,180,120
60,175,126
61,180,122
62,183,137
63,185,132
64,183,135
65,178,132
66,181,132
67,179,133
68,185,131
69,188,132
70,183,126
71,184,317
72,205,147
73,213,148
74,203,148
75,208,151
76,315,137
77,187,144
78,196,136
79,188,137
80,193,135
81,195,139
82,188,140
83,191,147
84,192,141
85,195,132
86,194,148
87,200,138
88,194,145
89,207,149
90,196,147
91,196,139
92,202,152
93,203,143
94,195,145
95,196,140
96,207,146
97,199,155
98,205,141
99,408,164
