Iteration,Insert,Search,Insert Collisions,Search Collisions,Unit: µs
0,0.08,0.01,3,1
1,0.06,0.01,1,3
2,0.05,0.01,0,2
3,0.09,0.01,5,4
4,0.08,0.01,5,4
5,0.07,0.01,8,2
6,0.04,0.01,2,5
7,0.07,0.01,8,5
8,0.07,0.01,12,5
9,0.06,0.01,6,5
10,0.04,0.01,12,7
11,0.06,0.01,8,7
12,0.06,0.01,6,8
13,0.06,0.01,11,9
14,0.06,0.01,12,10
15,0.05,0.02,16,8
16,0.09,0.03,11,8
17,0.1,0.04,12,16
18,0.07,0.02,17,10
19,0.07,0.02,24,9
20,0.05,0.02,29,7
21,0.07,0.02,20,10
22,0.1,0.02,24,13
23,0.08,0.02,18,10
24,0.04,0.02,16,14
25,0.08,0.02,29,10
26,0.07,0.02,25,14
27,0.07,0.02,24,12
28,0.08,0.02,32,13
29,0.05,0.02,31,14
30,0.07,0.02,28,10
31,0.08,0.03,35,16
32,0.08,0.02,42,15
33,0.05,0.02,28,12
34,0.08,0.02,30,13
35,0.08,0.02,39,15
36,0.08,0.03,36,21
37,0.09,0.03,42,20
38,0.05,0.02,33,19
39,0.09,0.02,33,19
40,0.08,0.02,44,15
41,0.19,0.03,45,18
42,0.07,0.03,39,16
43,0.09,0.03,42,19
44,0.09,0.03,40,17
45,0.09,0.03,47,16
46,0.09,0.03,46,28
47,0.06,0.03,46,27
48,0.1,0.04,45,26
49,0.09,0.03,46,11
50,0.1,0.03,47,23
51,0.11,0.03,54,20
52,0.08,0.03,57,19
53,0.11,0.04,49,28
54,0.1,0.04,48,30
55,0.1,0.04,50,22
56,0.08,0.03,51,23
57,0.1,0.04,63,31
58,0.11,0.05,58,27
59,0.1,0.03,61,27
60,0.1,0.04,62,24
61,0.09,0.04,63,24
62,0.11,0.04,64,28
63,0.1,0.05,55,30
64,0.11,0.05,66,36
65,0.08,0.05,63,38
66,0.11,0.04,68,29
67,0.12,0.04,64,29
68,0.13,0.05,77,33
69,0.11,0.05,69,31
70,0.1,0.04,73,23
71,0.13,0.05,71,22
72,0.14,0.04,75,24
73,0.14,0.05,73,32
74,0.1,0.06,71,32
75,0.14,0.06,79,35
76,0.16,0.08,78,41
77,0.16,0.07,77,42
78,0.19,0.08,79,39
79,0.18,0.09,83,36
80,0.22,0.07,80,36
81,0.21,0.09,83,43
82,0.24,0.09,84,43
83,0.35,0.08,82,33
84,0.23,0.08,82,47
85,0.29,0.17,86,41
86,0.31,0.11,86,41
87,0.4,0.11,88,36
88,0.32,0.07,90,34
89,0.62,0.09,91,44
90,0.52,0.11,91,38
91,0.66,0.13,96,42
92,0.81,0.11,94,49
93,0.84,0.15,93,45
94,1.14,0.11,92,45
95,1.48,0.12,98,46
96,2.42,0.52,97,41
97,2.84,0.61,98,57
98,7.2,0.21,96,49
99,22.54,0.79,98,41
